id,fen,move,rating
04JOG,8/p7/1p4kp/1P1R2b1/P1pP2P1/4r2P/3K4/8 w - - 0 45,d5g5,1967
04mms,3r2k1/p5pp/2R5/3n2N1/3P4/r7/7P/4R1K1 w - - 0 29,c6d6,1967
00dTd,3r4/ppp1Q3/1b3P2/3k4/4qp2/P1Pr4/1P3P2/1K2N3 w - - 5 31,e7d8,1968
02rnG,r2qr1k1/p4p1p/2Q1b1pB/1BP1b3/4p3/8/P4PPP/2R2RK1 b - - 4 18,d8h4,1968
035YV,r1bkr3/1p3ppp/p7/2b5/P7/4Bp2/1P3PPP/R3KB1R w KQ - 1 14,e1c1,1968
04tY2,6k1/8/5B2/2p3P1/2r5/7P/p1b2K2/2R5 b - - 0 38,c4f4,1968
00j9Q,rnb2r1k/2q2p1p/p2p1b2/1p2pp2/4P1QN/3B3R/PPP2PPP/R5K1 w - - 1 19,h4f5,1969
015qm,r2q3r/5k2/R2P4/1pbp2pp/8/1P4B1/1P2QPPP/6K1 w - - 0 22,a6a8,1969
01tgp,6r1/4pk2/p1rp1n2/4pQ2/Np2P3/1P3Rp1/P1P1q3/1K3R2 w - - 1 33,f5h5,1969
03aCz,3rr1k1/6pp/2Q5/p1p5/2P5/P2RqP2/1P4PP/K2R4 b - - 1 30,d8d3,1970
04R0B,1r2r2k/8/p2pp3/7q/2pbNP2/P3R3/1PPB2Q1/6K1 w - - 5 33,d2c3,1970
02SQK,1r2r1k1/3nbp1p/p1q1p1p1/3pR2Q/3B4/3B4/PPP2PPP/R5K1 w - - 9 19,h5h7,1971
02SjU,rnb1k2r/p2n1ppp/4p3/qpbpP3/N4P2/2P2N2/PP4PP/R1BQKB1R w KQkq - 0 9,a4c5,1971
03VKL,8/8/p1k2pp1/4p1p1/KP2P3/5PPP/8/8 w - - 4 50,a4a5,1971
04Mua,6k1/R4p2/P3p2p/3p1rp1/8/8/1r6/R5K1 w - - 5 42,a7b7,1971
01sBy,8/2p2k2/1r2R2p/3P2p1/2K3P1/8/7P/8 w - - 2 35,e6b6,1973
02ERf,r1r3k1/pp3pp1/2n1bb1p/8/1P1BB3/P4N1P/5PP1/2RR2K1 b - - 3 22,c6d4,1973
02VhH,r1b2rk1/pp4p1/2n1p2p/3pnpq1/8/2P3BP/PPQN1PP1/RB3RK1 w - - 3 15,g3e5,1973
01uIa,2r2rk1/1p4p1/p3p2p/3p1p1q/8/2P1RN2/PP3P2/RQ3K2 b - - 0 25,f5f4,1974
048cA,4k3/7R/6p1/1p3r2/3p4/5PK1/1rP5/5R2 w - - 1 45,f1a1,1974
012uN,8/p2n1k2/5P2/5KPP/2P5/2n5/8/8 w - - 1 49,g5g6,1975
02LPW,6k1/2n5/3p2p1/p1pPp1Pp/1p2P3/3PB1P1/PPK5/8 w - - 5 35,c2b3,1975
02eiM,5rk1/1pp3pp/r2qp3/7P/p2PQnP1/P7/1P2N3/2KR2BR b - - 4 26,f4e2,1975
01DBx,3r2k1/1q4p1/p2p2p1/1pp5/6Q1/2P5/PP1r2PP/1R2R2K w - - 0 25,g4g5,1976
021y5,r1b2rk1/pp1q1ppp/2n5/3pB3/2pP1P2/4P3/PPB3PP/R2Q1RK1 b - - 1 15,f7f6,1977
02smc,2N1k2r/1p1n1p2/1q4p1/1Bb1p2p/4n2P/4BN2/2P2PP1/r2Q1K1R w kq - 0 16,b5d7,1977
03hfJ,2kr1bnr/ppp1q1pp/2bp4/4Pp2/5PQ1/1B6/PPP3PP/RNB2RK1 w - - 2 11,e5f6,1977
00xyk,3r1rk1/1b3qn1/pp1Q2p1/2p1n1Pp/P1P1Pp1N/2P2B1P/5B1K/R4R2 w - - 1 25,d6e5,1978
01X5n,8/8/7p/p3r1p1/2PKpkP1/7P/4R3/8 w - - 2 40,e2f2,1978
02fT9,r2q1rk1/p1p3pp/1pnp4/bN2pn2/P1P5/5NB1/5PPP/1R1Q1RK1 w - - 0 16,d1d5,1978
006fF,r1b4r/pp1k2p1/2nb2qp/1B1p2B1/3p3Q/8/PPP2PPP/3RR1K1 w - - 5 17,h4g4,1979
04E6r,r4rk1/2q1bp2/1N1p1n1p/Pbp1p1p1/4P1P1/2PPBN1P/2Q2P2/R3K2R b KQ - 1 22,c7b6,1979
025MV,1r3rk1/1pR3pp/1p1p4/1q1np3/bP2N3/5N2/P2Q1PPP/R5K1 w - - 8 24,e4d6,1980
02CfU,rnb2rk1/1p3pp1/pq2pb2/6p1/3pNP2/5Q2/PPP4P/2KR1B1R w - - 1 14,h2h4,1981
037Iw,3r2r1/1kpq1p1B/pp2b3/4P3/8/2B5/nPP2QPP/1K1RR3 b - - 0 22,d7d1,1981
04O6J,r1bq2k1/pp3ppp/2nbr3/1BN5/3P4/4P3/PPQB1PPP/R3K2R b KQ - 1 13,c6d4,1981
04iXw,4q2k/2P3r1/p3rQ2/1p6/7P/P5P1/5P2/5RK1 w - - 0 36,f6d8,1981
01UsT,r3r1k1/pp2qp1p/3b2p1/3p4/3P2n1/1PN4P/PBP1BPP1/R2QK2R b KQ - 6 15,g4f2,1982
017qV,2Q5/1p4pk/p1P4p/8/P5KP/1q4P1/8/8 b - - 2 52,b3a4,1983
01E0R,1r5k/4B1p1/bqr2n1p/4RB2/P1pPp3/1pQ1P3/6PP/1R4K1 w - - 1 40,d4d5,1983
0212b,r3kb1r/ppp2p1p/5Q2/4p3/2B1P3/3P3P/P1q3PK/8 w kq - 0 15,c4f7,1983
03OJW,r2q3r/pbpn1k2/1p2pbnB/8/4NQp1/3B4/PPP2PPP/R3R1K1 w - - 3 16,e4g5,1984
04Qe0,8/pp3k2/1npQ4/3pP3/8/2P1b3/PP5q/1K1b1B2 w - - 0 26,e5e6,1985
02ESq,r5k1/pp1b2pp/2n1p1p1/3pP3/3P2Q1/P1P5/3qNKPP/2RR4 b - - 2 17,a8f8,1986
02jBE,r5k1/4ppb1/4qnp1/2p1B3/1pN5/1P1P1Q2/r1P2RPP/5R1K b - - 3 22,f6g4,1986
03aJW,2k5/ppp3pN/2pb4/5r2/8/2NP2PP/PPP1b2K/R7 b - - 3 22,f5f2,1987
02HLP,8/6p1/7p/2Np4/p1p4P/2P3K1/Bk4P1/8 b - - 0 41,a4a3,1988
01hsz,r4rk1/pp3ppp/8/2P1q3/1QNn4/1P2p3/b1P2PPP/2KR1B1R b - - 0 17,d4e2,1989
004Ax,8/5k2/4R2p/p7/5rPK/8/7P/8 w - - 2 42,e6h6,1990
03SUf,r2q3r/pp2kpp1/2n1p3/3pb3/3n2Q1/2NB4/PPPB1PPP/3RR1K1 w - - 6 19,e1e5,1990
03dfD,r2q1rk1/ppp2ppp/1nnp4/6b1/2PP4/2NBBQ1P/PP3PP1/R3K2R w KQ - 6 11,f3f5,1990
00q6t,q5k1/5pbp/p5p1/1p6/2pr1P2/P1N1P1Pb/1P1B1R1P/1Q4K1 w - - 4 21,e3d4,1992
017u3,r2q1rk1/4bppp/p3bn2/1p2N3/5B2/2N5/PP3PPP/R2QR1K1 w kq - 1 19,e5c6,1993
03YB5,5k2/7p/1p1PQ1p1/p1p5/q1P1K2P/6P1/5P2/8 b - - 2 40,a4e8,1993
03hDc,8/2kb4/8/2RB4/2P2P2/p5P1/r5P1/6K1 b - - 0 45,c7b6,1993
00zgl,3r1rk1/1b3ppB/p1p1p3/1pqNP1b1/5P2/8/PPP1Q1PP/3R1R1K b - - 0 18,g8h7,1994
01FId,2r5/1Q3p1k/6pp/p4q2/8/2P1R1R1/P2r1PK1/8 w - - 5 38,e3f3,1994
01Z4Y,2r2rk1/5p1p/3p3P/p2Npbq1/1p2Q3/8/PPP5/1K1R3R w - - 1 23,e4f5,1994
01nGl,r3k2r/1p1b1ppp/1B1bp3/nN1pq3/7P/2P5/P3BPP1/R2Q1RK1 w kq - 0 17,f2f4,1994
02EhX,r1b1r3/pp1n3p/1k3n2/1B6/4p3/2R2N2/2PP1PPP/5RK1 w - - 1 19,f1b1,1995
043cb,8/8/7k/4K1p1/4P3/5pRn/7P/8 b - - 0 66,g5g4,1995
00eSU,5r2/p2R4/1P3pk1/1Q4p1/4p1q1/4P1P1/6PK/8 b - - 3 34,f8h8,1996
03fz5,8/p1bqr1kp/5pp1/2PB4/3QNP1P/6Pb/P1R4K/8 b - - 0 40,e7e4,1996
03sEM,r2q1rk1/1p1n1ppp/p5b1/3N4/3Q1B2/5N1P/PP4P1/R5K1 w - - 1 21,f4c7,1996
042nx,2r3qr/4kp2/b6B/p2RP3/P1R4p/7N/4Q1PP/6K1 b - - 1 34,a6c4,1996
04RXB,4r1k1/p4p2/1p4p1/3n2Bp/3Pq2P/1P3Q2/5PPK/2R5 w - - 2 26,c1c8,1996
0542a,r1bq2nr/pppp2pp/4k3/2b1N3/3nPp2/8/PPP3PP/RNBQK2R w KQ - 1 7,d1g4,1996
02Bzk,8/8/8/7P/2n5/2K3P1/p1N5/1k6 b - - 1 63,c4e3,1997
01l3i,4R3/r1pk1p2/1pbp4/6qp/3N4/7P/PPP5/1K2R3 w - - 0 32,e1e7,1998
03Ayb,r5kr/pp5p/2p1b1p1/q1b1B2Q/8/2n3P1/PPP3KP/R4R2 w - - 1 18,h5h6,1998
03Nzv,8/7p/5p2/p1k3p1/2P2P2/P2K2P1/8/8 w - - 0 46,f4g5,1998
01WD0,2r1r1k1/4b1pp/p2pp3/1p4PP/4P1Q1/PNN1pP2/KPP4R/5q2 w - - 2 25,g4e6,1999
01xmi,r1bqk2r/pp3ppp/4p1n1/2bnP3/8/3B1N2/PP2QPPP/RNB2RK1 w kq - 1 10,d3g6,1999
02QKi,7r/pp6/4kN1R/4P3/n1pP2P1/P1B5/2P5/1K6 b - - 0 35,a4c3,1999
04DGM,3r2k1/q3b1pp/p3p3/2n5/1P3P2/P1R2RKP/1BQ5/8 b - - 0 37,c5e4,1999
01MNV,8/1p6/1p1p1k2/2p1p2K/P1P1P3/1P1P4/8/8 w - - 0 38,h5h6,2000
02na8,r3kbnr/ppp3pp/2n2p2/4p3/4QB2/1N6/PqP2PPP/RN2K2R w KQkq - 1 9,f4c1,2000
03Sv4,r1b2rk1/2q2ppp/p1n2n2/1p1N4/1b6/1N2BP2/PPPQ2PP/1K1R1B1R b - - 0 13,f6d5,2000
02HTm,5k2/p2n1ppp/4p3/1Q6/6n1/4q3/PP4PP/5R1K w - - 0 24,b5b4,2001
02WAN,r3k1r1/1ppq2p1/1b1p3p/pP6/P2Pb1PB/7P/8/RN1Q1RK1 w q - 1 18,b1c3,2001
03W3P,5k2/pp2Npbp/3R2p1/q7/4P3/1Q5P/PPP2PP1/2K5 b - - 3 23,a5e1,2001
01pSj,8/5k2/8/2N1p1p1/1P2Pn1p/2P2P1P/5RPK/1r6 b - - 4 37,f4h5,2002
02c3v,1b6/5k2/P5p1/1N6/4n2p/4B3/1P6/1K6 b - - 0 48,h4h3,2002
03z37,2k2r2/ppq3p1/3b1np1/2P2b2/N7/1P2P2P/P1PQ2P1/R1B2RK1 b - - 1 19,d6h2,2002
00MBF,7k/np1bb1pp/p4p2/2P1pq2/PPQ4P/5PP1/1B5K/3BN3 w - - 0 29,d1b3,2003
00jxj,2kr4/2p3pp/1pP1p2q/pr6/4RP2/Q4P2/PB1p2KP/3R4 b - - 3 29,b5h5,2003
02rXQ,r5k1/ppqb3p/2p1p1p1/8/2PPp1B1/1P2P3/PB4Pb/R4Q1K w - - 1 19,f1f6,2003
03bV3,r1bq1rk1/1pp1nppp/1pnp4/4p1N1/2B1PP2/8/PPPP2PP/R1BQK2R w KQkq - 1 8,d1h5,2003
02a1D,8/8/p1p2p1p/4k1p1/PPp5/3KP1P1/6P1/8 w - - 0 34,d3c4,2004
02pAU,2r3k1/1p3p1p/p4Bp1/3bPp2/1q1P3Q/6R1/Pr4PP/6RK w - - 3 27,h4h7,2004
03wyj,r5k1/p1p3pp/1p2p3/2P1n1r1/6q1/2P3N1/P1Q2P1P/R4RK1 w - - 0 23,f2f4,2004
04XX8,rn2r1k1/p1pq2pp/1p2bb2/3p4/8/1BNP4/PPP1Q1PP/4RRK1 w - - 3 16,b3d5,2004
04Xwh,2k1rb2/pp2r3/2pP2qp/6p1/8/1PB3QP/P1P1R1P1/2K1R3 b - - 1 27,e7e2,2004
00tN4,r3rRk1/pp6/3p1B1P/2pP1b2/1qn5/2N5/PP2QPP1/2K4R b - - 1 24,g8f8,2005
01Tlc,8/1p3k2/p1p3pK/P1P5/1P5P/8/8/8 b - - 9 60,f7f6,2005
04DZk,r3kb1r/pbp1p1pp/1pn2n2/3qNp2/2QP4/6P1/PP2PPBP/RNB2RK1 b kq - 1 9,d5g2,2005
050JQ,r2q1rk1/5ppp/p3p3/3p4/3b1P2/4n3/PPB3PP/R1BQ1R1K w - - 1 18,c1e3,2005
04DFs,2kr1b1r/p4ppp/1P6/3q4/8/1Q6/1P1N4/R2K4 w - - 6 27,b3d5,2006
04pC7,8/p4p1p/6p1/1p1kPP2/3p2P1/3K3P/PP6/8 w - - 0 34,e5e6,2006
00aL1,8/5prk/1Q6/p2pp3/5Rp1/6P1/5PKP/3q4 w - - 1 33,f4f5,2007
01UH3,2r1kb1r/ppq2ppp/2n1p3/3pPn2/N2P4/4BN2/PPR1QPPP/5RK1 b k - 9 14,c6d4,2007
01mH1,8/n6p/P1pk1pp1/5P2/1PPK2P1/7P/8/8 w - - 0 36,f5g6,2007
03JMe,5b1r/ppQnkppp/8/1q1p4/8/4PbBP/P4P2/2R1K1R1 w - - 1 19,c7d6,2007
01sC6,r4rk1/1pp1qpp1/1nn1b2p/p6Q/8/P1NBBN1P/2P2PP1/2KRR3 b - - 0 18,e7a3,2008
025Rn,2rr1bk1/R4pp1/4p1bp/1q1n4/1p2N3/5QBP/1P3PP1/1B2R1K1 w - - 3 29,e4d6,2010
03gHj,3nr1k1/R5p1/2b1q2p/3p4/3N4/1Q1P2PP/1P3P2/1N2RK2 b - - 1 34,e6h3,2010
04t12,r2q1k1r/p2b1p2/2n1pN2/1p1pPnQ1/3P1P2/2PB1R1P/P4K2/1R6 w - - 0 23,d3f5,2010
00e7H,8/7p/p1p4k/1p1p4/3Qpq2/2P3pP/PP1N2K1/8 b - - 0 44,c6c5,2011
02NG2,2k4r/Qpq2p2/2p3pp/8/8/5P2/Pr3P1P/3RR2K w - - 1 25,a7d4,2012
04ajJ,r2qkb1r/1pNb1ppp/p2p4/4n3/2B1P3/2Q5/PPP2PPP/R1B1K2R b KQkq - 6 11,d8c7,2012
00VIe,8/8/8/P6p/8/2Rnk3/r7/3KN3 b - - 1 60,a2d2,2013
01X3n,r2q1rk1/pp2n1pp/2pp4/3NppN1/2P1Q3/3P4/PP3KPP/R1B5 w - - 3 14,e4h4,2013
030Tw,r2q2rk/1pp4p/p2b3B/5Q2/3P4/8/PP3PPP/R4RK1 b - - 0 24,d8h4,2013
036ix,1rr3k1/5pp1/7p/5b2/8/1N2QP2/1PP3PP/1K2R3 b - - 1 22,f5c2,2013
03sY1,r1b1Q3/6bk/p2p3p/1pnPP2N/2p5/8/PP1q2PP/1R3RK1 b - - 0 24,c8h3,2013
04oiW,3r1rk1/5p1p/p2NnQpq/8/3p4/3P4/5PP1/2R2RK1 w - - 1 30,d6f5,2013
025si,rq1r2k1/5p1p/1pR3p1/1P6/3bN3/3P2PP/5P2/3Q1RK1 b - - 6 28,f7f5,2014
02GrG,8/5p2/2Rrk1p1/p6p/P4KP1/5P1P/8/8 w - - 1 37,c6d6,2015
03hMR,3r2k1/5ppp/b1p4P/1p2pP2/1P2P3/p1n1QKP1/P1qN2B1/7R w - - 2 26,e3g5,2015
01sTk,6k1/5p2/4p3/3p1qpP/2rP3R/4QPK1/8/8 w - - 4 34,h5g6,2016
023LV,1r3rk1/3b1pnp/3p2p1/4b3/2qBP3/6PP/3QN1BK/1R3R2 w - - 0 22,b1b8,2016
02Jyd,4rk2/5p2/2R5/3P2R1/2p1r2p/2P4P/5KP1/8 b - - 0 34,e4f4,2016
02QjW,2r1r3/1B3p1k/1n1q1n1p/p3bP2/P2p1Np1/1P1P2P1/4R2P/2BQ1RK1 b - - 4 23,c8c1,2016
00MNf,r1b3k1/pp3Rpp/3p1b2/2pN4/2P5/5Q1P/PPP3P1/4qNK1 w - - 0 21,f7f6,2017
02FOJ,5rk1/2R1Qpp1/p3p2r/3q4/3P3p/7P/1P3PP1/2R3K1 w - - 8 27,c7c8,2017
03wBp,8/p4k1p/6p1/2p5/5p2/1P1KbP2/P1p3PP/2B5 w - - 1 37,c1e3,2017
043gg,2r1r1k1/pp3ppp/2n5/1B1p4/3q4/2Q5/PP3PPP/R3R1K1 w - - 1 18,e1e8,2017
00Yjy,6k1/5p1p/B2bp2q/5p2/6rP/1P4P1/1Q3P2/3R3K b - - 3 34,g4h4,2019
00iQC,1k3b1r/3rq3/QBpp4/4p3/4P2p/5p2/P5PP/4R1K1 w - - 0 28,e1b1,2019
04gZJ,8/8/1n2P3/8/pNk3K1/6P1/1P6/8 b - - 3 66,c4b4,2019
04phO,3r4/p2q4/5kpp/1pQ2p2/1P2b3/P3R3/6PP/4R1K1 b - - 0 35,d8c8,2019
01qh2,r1b1r1k1/pp1p1Npp/2p2q2/2bB3Q/8/3P4/PPP2PPP/R1B2RK1 b - - 0 12,f6f2,2020
054TA,7k/6p1/4Q2p/P2B1p2/5qb1/2P5/1P1r1PPP/4R1K1 b - - 2 27,f4f2,2020
01N6h,7k/pp4pp/6q1/2P5/3Bp2n/2Pn1rPP/PP2QP1K/R4R2 b - - 1 20,d3f4,2021
04QBi,2kr1b1r/pp1n1ppp/Q1p1pn2/8/4PBq1/5N2/PPP1BPPP/2KR3R w - - 7 12,a6c6,2021
04oXW,4rQ2/3qP1pk/2p1n2p/2ppR3/7P/2P5/PP3PP1/6K1 w - - 0 32,f8f5,2021
01HwG,r6k/1p2R1b1/3P2P1/8/b1B2p2/K1p2P1P/8/7R b - - 4 34,a4d1,2023
03MYI,6k1/1p3rb1/p2pr1p1/3Np2p/2P1PpPq/1P3K1P/P2RPQ2/7R b - - 14 38,h5g4,2023
00UI2,2r3nr/p5pp/b3k3/3p1p2/4p3/BP3P2/P1PN2PP/2KR3R w - - 0 18,f3e4,2024
03aEp,r1bq1rk1/pp1nb1p1/2n1p2p/3pp3/3P3N/3B4/PPQN1PPP/R1B1R1K1 w - - 1 12,d3h7,2024
04WWT,8/8/pkp3R1/2r5/1KB4p/1P6/P3r2P/8 w - - 2 34,c4e2,2024
00e88,r3kb1r/pp1q1p1p/8/2np2p1/5N2/2Q3P1/PP1PPP1P/R1B2RK1 b kq - 0 16,d5d4,2025
02jzk,8/2R5/PB3p2/3Kp3/r1n5/2k3p1/8/8 w - - 0 50,a6a7,2025
02Ir8,8/8/p3k1p1/1p2Pp1p/1Pb4P/P4B2/5KP1/8 b - - 1 42,c4d5,2026
03gXl,5rk1/5Q2/p4p2/1p2P1p1/1PpP3p/P5bP/2N1R1P1/7K b - - 2 42,g8f7,2026
04mxE,3r3r/1b4k1/p4qp1/1ppp1p2/5P2/P1P2NP1/1PQ2PK1/3R3R b - - 0 41,h8h1,2026
059T6,r5k1/1p3b2/p2b1Kpp/8/P2RP3/6P1/1P3P1P/2R5 b - - 0 35,d6f8,2026
01hEW,r1b2rk1/pp2Bp2/2p3pp/3p1p2/3b4/2q5/P4PPP/R2QRBK1 w - - 1 19,a1c1,2027
03Sst,r3nrk1/pp4p1/2b1p2p/3p4/8/1NPB4/PP3qPP/R2QR2K w - - 1 17,e1f1,2027
03rNF,3rr1k1/pp3pp1/1b5p/3pB1nQ/q2N4/P1P2N1P/1P2RPP1/6K1 w - - 6 27,f3g5,2027
02MgP,3r1rk1/p1q3pb/1p1b4/8/3B2PQ/2P2pNP/PP3P2/R3R1K1 b - - 1 28,d6g3,2028
043aO,4r1kb/Q6p/2p1p3/5ppN/1q6/2NnP3/Pr3PPP/2R2RK1 w - - 5 23,a7d7,2028
00p5I,2r5/1b4k1/2q1p1pr/2p5/1p1pR1QP/pP1P1PP1/P1P5/4R1K1 w - - 0 30,e4e6,2029
03TNb,5k1r/pN3p2/2n1pQp1/3p2Pq/3P4/2P4r/PP1K1P2/R4R2 b - - 7 29,h3f3,2031
00IpT,r1b4r/pppkn2p/3pNQ2/8/2BpP2p/8/PPPq2PP/R5K1 w - - 2 21,f6h8,2032
03U1f,1k2r3/p2p4/1p1q2p1/3br1B1/Q6P/1P4P1/P7/R3R1K1 w - - 0 28,e1e5,2032
00H2I,4rrk1/ppp2pp1/7p/3n4/3P3q/1P2p2P/PB4P1/R2QRBK1 b - - 2 23,h4f2,2033
03clJ,8/1pN1bpp1/1p2pnp1/k5B1/2P5/P7/1P3P1r/K2R4 w - - 0 28,g5d2,2033
01Amj,8/8/8/2p1K3/p7/1k6/8/2B5 b - - 1 54,a4a3,2034
01PVq,5b1N/p1pkq1pQ/b3p3/3p4/3P4/1RB1P3/P4KPP/8 b - - 3 21,e7f6,2034
04hwM,r3k2r/1pp2pp1/p2p1q2/4NN1p/4P1b1/1B6/PP3PK1/R2QR3 b kq - 2 21,g4d1,2034
00cxG,2r5/3RQ2p/6pk/8/5q1P/1P6/1K6/8 b - - 16 42,f4c1,2037
051GY,3r2k1/p3qppp/2P2P2/1N6/6Q1/1B6/PPP3PP/2K1b3 b - - 1 23,e1d2,2038
00MZr,1k5r/ppp5/2p5/3n4/5pQ1/3P1P1r/PPP2K2/6R1 b - - 2 26,h3h2,2039
00NBR,8/1p3p2/1Pp1k3/p1Pn2p1/P2K3p/7P/4BPP1/8 w - - 1 33,e2c4,2039
03JVD,r7/6P1/8/8/5p2/5P1p/3R4/2k1K3 b - - 1 51,a8e8,2039
04srL,r1b2k1r/ppp2Bpp/8/2b2q2/6n1/PQN1PPP1/1P5P/R1B2RK1 b - - 1 14,g4e3,2039
055yg,2r5/2P5/1R1p4/3Pk1p1/p2pPp1p/r2B1P1P/5PK1/8 w - - 0 59,b6b8,2039
016jq,3rr1k1/pp2qpb1/2n2n2/4p2p/2P4P/2NBBP2/PPQ2P2/2K3RR b - - 3 17,c6b4,2040
00A1H,2r3k1/4brp1/2p3b1/2Pp1qNp/3B3P/2P5/PP3P1K/R2Q2R1 b - - 1 31,f5f4,2041
01skO,r6k/pp2qr2/4p1Q1/1b1p1p2/3R1R2/2P4P/PP4P1/7K w - - 4 27,f4h4,2041
01d0S,5R2/1pQ3pk/1p1p3p/4q3/3pP3/3P3P/1PP2KP1/r7 b - - 1 23,e5g5,2042
02Ruw,3Q4/p1p2pk1/B4p1p/8/7q/2P1B3/PP3bK1/R7 b - - 4 31,h4g3,2042
03Hh8,4r2k/p1p2qpp/1p1b4/8/3P1P1n/4B1Q1/PP3P1P/R4R1K b - - 10 23,f7d5,2042
04OEL,3R2k1/pr4p1/1pR4p/3pPr2/3P1p1q/P4P1P/1P1Q2P1/6K1 b - - 1 31,h4d8,2042
04V5S,3qn1k1/1b3pb1/pN1P2pp/2p1p3/P7/2N4P/1PPQ1PP1/5BK1 b - - 1 23,d8b6,2042
04ofv,1k6/8/1p6/p7/P3qK2/5P2/8/8 w - - 2 48,f4e4,2042
03Iup,3R4/1rp2ppk/p1p1q1bp/8/4p3/P1B1Q3/1PP2PPP/6K1 w - - 0 22,d8h8,2044
00Ac7,8/2p1pk1p/Pp4p1/8/2P2P2/p2r2P1/3PR2P/3K4 w - - 1 33,a6a7,2045
00yyG,8/4p1k1/p2p1R2/3P1p2/6r1/1P4Q1/4PP2/6K1 b - - 4 39,g4g3,2045
02c2M,6rk/2R4p/p1p5/5P2/P3PNn1/1P4Pp/1P1r3P/5RK1 b - - 1 30,g4h2,2046
0434f,2kr3r/ppp2ppp/1b3n2/4n3/1P1P1B2/P1N4q/2PQBP2/R4RK1 w - - 0 16,f4e5,2046
00xDW,7k/5Bp1/3p3p/8/4P1n1/r2r4/6PP/1R1R2K1 w - - 0 36,d1d3,2047
00Yuf,5rk1/n1q2ppp/1p1bpn2/3p1b2/NP1P4/P3PN2/3BBPPP/3Q1RK1 b - - 0 19,f5c2,2048
04lsW,r2qr1k1/p1pb1pbp/1p1p1np1/3N2B1/4PQ2/8/PPP2PPP/2KR2NR b - - 0 13,f6d5,2048
02gxm,3q1rk1/5p2/3pp1P1/1p1Q4/p1r1P1p1/P1N5/1PP5/2KR4 w - - 0 24,d5h5,2050
03xIU,R7/P3k1p1/5p1p/5P2/r2K2P1/8/8/8 w - - 6 62,d4c5,2050
000tp,4r3/5pk1/1Q3np1/3p3p/2q5/P4N1P/1P3RP1/7K b - - 6 34,f6e4,2051
02Ngx,2rq4/pp3pk1/4p1p1/3nPn1p/4N2P/5NP1/PP1Q1PK1/2R5 b - - 1 24,d5e3,2051
03HqP,8/4Qpkp/2B2np1/pp3pb1/5q2/2P2P2/PP3PK1/4R3 b - - 5 28,f6g4,2051
02sI2,3R4/ppp3rk/5Q2/8/2q5/5P2/1P1R1KPr/8 b - - 6 34,g7g2,2052
03Oqv,r3kn1R/p4pp1/2n1p3/1N1p2q1/1ppPPN2/5P2/PPPQ4/2K5 w q - 0 19,h8f8,2052
00qJM,2R5/p4ppk/1p2q3/6Q1/8/7P/5PPK/4r3 w - - 0 35,g5h5,2054
02vDT,r3k1nr/ppp2ppp/3p4/2P5/4P3/5b2/PB2QPPP/1q3RK1 w kq - 1 12,e2b5,2054
04mNz,b7/7p/P3k1p1/5p2/1N1Bp3/2b3P1/1r3P1P/3R2K1 b - - 0 36,c3d4,2054
0055Y,r1b2rk1/p3pp2/2B5/2Qpq3/3N2pp/4b3/2P2PPP/1R2K2R w K - 1 23,f2e3,2055
011LP,8/2k4p/p3P3/1p3p2/1P1Kp3/P7/6PP/8 w - - 1 36,g2g4,2057
02wsO,4k3/4R3/3Bp3/1P2P1Pp/3b1P2/4p3/7r/3K4 b - - 0 35,e8d8,2057
03R9f,8/1P2R3/2Np4/pr6/8/2n5/2P2k2/2K5 b - - 7 47,c3a2,2057
02gI7,5rk1/2p2pp1/1q2p2p/8/1P4RP/5Q2/r4PP1/3R2K1 w - - 0 23,f3f6,2058
01epa,r2qrk2/pb2b3/1p2Q1p1/6Bn/2Pp4/8/PP3PPP/3RR1K1 w - - 0 20,g5h6,2059
04tvr,6k1/2q3pb/4R2p/p1Np4/2pP2P1/P6P/1rP5/3Q2K1 w - - 0 29,e6e8,2059
03Il0,2kr2r1/ppp2p1p/8/8/2P5/PP5q/2nN1QPB/2R2RK1 b - - 5 21,c2e3,2060
000qP,8/7R/8/5p2/4bk1P/8/2r5/5KR1 b - - 7 51,f4f3,2061
03JjV,r2qk2r/pppbppbp/6p1/4n2n/2B2B2/2P3P1/PP3P1P/RN1QK1NR w KQkq - 0 9,f4e5,2062
03KsD,r5k1/1p3pp1/pq5p/4Q3/2R2B2/8/PPP3PP/7K b - - 0 21,b6f2,2062
01hzW,3r4/1p5p/2kb3R/p4NP1/Prp2P2/K3P3/1P6/3R4 b - - 0 34,b4a4,2063
02w7d,3k4/3P3p/p2Q1pp1/1p3p2/8/P4P2/1q3PKP/8 w - - 2 35,d6c6,2063
03xYR,6k1/5pp1/4p2p/4P1q1/2QP4/1rn3P1/2R2K1P/R7 b - - 0 29,g5f5,2063
03Wag,6k1/pp4bp/3p2p1/1P6/Q1P1N3/3pqr1P/P2R2P1/5K2 w - - 1 27,g2f3,2064
044xk,8/6pk/7p/p4rqn/P3Q1N1/2PP1pPP/1r3P2/3R1R1K b - - 1 31,b2f2,2066
04aTA,r5k1/pp3pp1/8/2pprbPQ/4pq2/2P5/PP2BP2/R3K1R1 w Q - 0 21,g1h1,2066
02HMU,r1b2bnr/pppp2p1/2nk1q1p/4pQ2/3PP3/5N2/PPP2PPP/RNB1K2R w KQ - 0 7,d4e5,2067
